,bias_amts,mean_fidel_maj,mean_fidel_min,mean_fidel,y_err_fidel_maj,y_err_fidel_min,y_err_fidel
0,0.045454545454545456,0.6203901054733352,0.8913438510490806,0.6746066666666667,0.036496543615424086,0.005085443694966254,0.029785323753672897
1,0.09090909090909091,0.7078163311078928,0.8914744798359644,0.74456,0.039424406997117876,0.0049805079336721556,0.0322135989227462
2,0.13636363636363635,0.7784361137094502,0.89090669208677,0.8009433333333333,0.01959894239395909,0.005090055567704164,0.016504390325001426
3,0.18181818181818182,0.8025092534275717,0.8914462351066252,0.8203066666666666,0.011745328866292676,0.0051218147232744374,0.010240386277436585
4,0.22727272727272727,0.8031968724975098,0.8912918867503162,0.8208266666666667,0.010827306204734979,0.005119358342762215,0.009443808083136315
5,0.2727272727272727,0.8032051637835995,0.8913104153019711,0.8208366666666667,0.01081825793590924,0.004572149642067771,0.009395819992599528
6,0.3181818181818182,0.8031968860386997,0.8909462855035345,0.8207566666666667,0.010830616676106053,0.004910855223849614,0.009495695516039527
7,0.36363636363636365,0.8031885370370324,0.8911294299920114,0.8207866666666664,0.010837448042267123,0.004467691053587788,0.009466234731930114
8,0.4090909090909091,0.8031843736663676,0.8912335429096816,0.8208033333333334,0.010828123165148012,0.005113483433872542,0.009535377985865777
9,0.45454545454545453,0.803196888293295,0.8919579064624823,0.82096,0.01081837036549738,0.004859492787812829,0.009518552644412091
