,Biased Train,BO Train,Mitigated Train,Biased Test,BO Test,Mitigated Test
0,0.5953066666666665,0.5953066666666665,0.5966226666666666,0.5941259999999998,0.5941259999999998,0.5955353333333333
1,0.5948920000000001,0.5949033333333333,0.5959926666666668,0.5940819999999999,0.5941259999999998,0.5955526666666667
2,0.5943953333333332,0.5944379999999998,0.5952993333333336,0.5940066666666667,0.5941259999999998,0.5955526666666667
3,0.5940106666666666,0.5939200000000002,0.5946159999999998,0.593994,0.5941259999999998,0.5955633333333332
4,0.5935966666666668,0.5934933333333337,0.5938606666666668,0.5938879999999997,0.5941259999999998,0.5955566666666667
5,0.593174,0.5930106666666666,0.5931866666666668,0.5938533333333333,0.5941259999999998,0.595558
6,0.5929913333333334,0.5927113333333335,0.5925846666666665,0.5937846666666666,0.5941259999999998,0.5955353333333333
7,0.5926613333333334,0.5922253333333334,0.59189,0.5936826666666666,0.5941259999999998,0.5954533333333333
8,0.5922999999999999,0.5917293333333332,0.5905040000000001,0.5935726666666666,0.5941259999999998,0.5945893333333333
9,0.5921226666666666,0.591288,0.5898739999999999,0.5935579999999999,0.5941259999999998,0.5945899999999998
10,0.5919073333333337,0.5908313333333333,0.5874626666666666,0.5934566666666666,0.5941259999999998,0.591784
