,bias_amts,mean_fidel_maj,mean_fidel_min,mean_fidel,y_err_fidel_maj,y_err_fidel_min,y_err_fidel
0,0.045454545454545456,0.9949379037413772,0.99326742926111,0.9946033333333334,0.0025475945235669912,0.003439381540675115,0.0025072096043210856
1,0.09090909090909091,0.9966157676105256,0.989415801081775,0.9951800000000001,0.0018517997064200387,0.005486360730716605,0.0018057439217981997
2,0.13636363636363635,0.9955674623786008,0.9867533433670529,0.9938066666666667,0.0027735139262807127,0.008121142235438103,0.003057987718891123
3,0.18181818181818182,0.9954713241018895,0.9888923604775707,0.9941533333333332,0.0026830968283198574,0.003438485312685336,0.0016785708206685668
4,0.22727272727272727,0.99603654697923,0.9857941490129679,0.9939833333333332,0.0020569801371581003,0.008886307925064502,0.0017515231466735835
5,0.2727272727272727,0.9958242552220498,0.981656513100838,0.99299,0.0018368724145989526,0.009134956277747306,0.00260354672620937
6,0.3181818181818182,0.9957961652693506,0.9644347872616358,0.98953,0.0026193153429836784,0.02220247367445471,0.004939375804019504
7,0.36363636363636365,0.9959122835528212,0.9655266105389136,0.9898300000000001,0.0026292905018358375,0.013536031448744245,0.003318147073292549
8,0.4090909090909091,0.9961705468503084,0.9382960804031611,0.9845933333333334,0.002195515821820018,0.024649678566564005,0.005044618694983555
9,0.45454545454545453,0.995741075861031,0.8521410534361635,0.9670433333333334,0.0022506188116904764,0.057830161921582954,0.012267110952099165
