,Biased Train,BO Train,Mitigated Train,Biased Test,BO Test,Mitigated Test
0,0.17566752866435756,0.1581562056375916,0.16253174395263625,0.18164857211311003,0.16511705765978885,0.1692926679503433
1,0.1989196335715963,0.15388676766300008,0.15879179755577283,0.20129663144902235,0.16511705765978885,0.16877851588020135
2,0.23002338150795382,0.15115097283797327,0.15686565419914258,0.22810540393153075,0.16511705765978885,0.1689455155664666
3,0.2711665922797411,0.1520492553667211,0.15827153679096806,0.26291907159713784,0.16511705765978885,0.16852607932494124
4,0.3084532386247148,0.15261973026508047,0.15975640387513285,0.295503503287774,0.16511705765978885,0.1685379325829489
5,0.3589197046914854,0.15462412441776116,0.16301642700984822,0.34011099159089225,0.16511705765978885,0.16819476999119445
6,0.3922821277859322,0.15350320106524523,0.1545546754266479,0.3687522796053566,0.16511705765978885,0.1612516701891884
7,0.4305414985488212,0.15689241083336516,0.1216461956999902,0.4004098192366408,0.16511705765978885,0.13935903718696338
8,0.4609063186472515,0.15817802144842366,0.11150873516794928,0.42469970016841335,0.16511705765978885,0.1279855288565547
9,0.47697767015244424,0.15982193465272454,0.11354072633230337,0.4356943827495855,0.16511705765978885,0.12881800702664326
