,bias_amts,mean_fidel_maj,mean_fidel_min,mean_fidel,y_err_fidel_maj,y_err_fidel_min,y_err_fidel
0,0.01,0.997611546657111,0.9964880394847692,0.9973866666666666,0.0011157610518694296,0.0022197457745338194,0.0012633465258765973
1,0.1,0.9962796898203065,0.9965846002038592,0.99634,0.0037097934518003847,0.0018657825731682022,0.0032595432536204065
2,0.2,0.9953845264308393,0.9939069907315163,0.9950866666666667,0.0032835333208694538,0.0033784298412997626,0.002568709144038422
3,0.3,0.9965465360366252,0.992915112718733,0.9958199999999999,0.0033579542497821683,0.0039373818029401035,0.0026512554678030415
4,0.4,0.9976407276887322,0.9919300082320721,0.9964966666666667,0.0010430016210171986,0.004594195258051114,0.0013271900140271321
5,0.5,0.9959632148427312,0.9885214679878827,0.9944733333333335,0.0035275364532440304,0.005731359301872936,0.003311555525731065
6,0.6,0.9965665640987581,0.9859799597426637,0.9944500000000002,0.0017289945146203407,0.006800594239196961,0.001982436772145715
7,0.7,0.99642522149996,0.985118594766314,0.9941566666666667,0.0022237509926890113,0.008434113897343927,0.0022834209228942155
8,0.8,0.9959804425439268,0.9795389312308995,0.9926833333333335,0.0038754806810963388,0.008846757235921005,0.0033919594468225754
9,0.9,0.9964253083044801,0.9825482076724976,0.9936466666666666,0.0023095460564141607,0.006468137183304343,0.0020611323748528716
10,1.0,0.9967247622626403,0.6295217823871551,0.9232433333333333,0.0020340352541876995,0.007885363371815462,0.0016792227037795994
