,Biased Train,BO Train,Mitigated Train,Biased Test,BO Test,Mitigated Test
0,0.46086098328071756,0.3220799845598352,0.24003511704889302,0.1353044542360447,0.01109500919077862,0.02368936367979665
1,0.372401208864807,0.2571064040028001,0.16770061654020238,0.11259944875347568,0.01109500919077862,0.028312482507088257
2,0.2943046222582745,0.20144466376385886,0.10997777468245155,0.09049237257348375,0.01109500919077862,0.03511273651955487
3,0.2270445007417722,0.1554057494783319,0.07336832478942598,0.06831247500309615,0.01109500919077862,0.04051481748874563
4,0.16618306295595356,0.11407459357080361,0.060076930868818955,0.04894472454508987,0.01109500919077862,0.04574428142152891
5,0.11348978580533474,0.07899268241516938,0.059335936033977965,0.031164310339866906,0.01109500919077862,0.026169313890356545
6,0.06754905157839328,0.04866229534949575,0.041530300013462515,0.017664291041717208,0.01109500919077862,0.01562121846099489
7,0.028469099135420457,0.02242613529570669,0.01764729730219938,0.011002485080895668,0.01109500919077862,0.01356627697590905
8,0.009652306220773774,0.009652306220773774,0.008572907652242997,0.01109500919077862,0.01109500919077862,0.010908741778962061
9,0.02896604396692136,0.02570632574310673,0.02529240617649756,0.01483415424416336,0.01109500919077862,0.011862834101013449
