,Biased Train,BO Train,Mitigated Train,Biased Test,BO Test,Mitigated Test
0,0.03025568316704075,0.03025568316704075,0.009675256010801141,0.03193064779492098,0.03193064779492098,0.03700389385839836
1,0.034901331053347924,0.032364414777607785,0.010276825766598174,0.03171077994447394,0.03193064779492098,0.03881158694821038
2,0.04037977675515405,0.03366761889536624,0.011299711905566827,0.032861878786332815,0.03193064779492098,0.03627328184054719
3,0.050257707475411834,0.037084592823376984,0.013678881653631243,0.03784698349801081,0.03193064779492098,0.035878957194766394
4,0.05318421817180476,0.03802368915195264,0.012021858801564948,0.04263551471595735,0.03193064779492098,0.038504277279014724
5,0.06337458056796236,0.039311298209774664,0.015798058682574122,0.045339252220563585,0.03193064779492098,0.036573577006996635
6,0.06455972607506377,0.04145430839858186,0.015177399095311487,0.04831399795672886,0.03193064779492098,0.042120581835613555
7,0.06878052071341037,0.0482132827356685,0.021012256624844943,0.05035376561293825,0.03193064779492098,0.045296277742946
8,0.07651960201116811,0.056831195582791,0.02476738636956025,0.05229463418345228,0.03193064779492098,0.04720015791921281
9,0.09692216088089417,0.07864219095142574,0.04712746162171976,0.0575676970617628,0.03193064779492098,0.051420179804356404
10,0.11525403386152615,0.11614540248471203,0.07579219537670337,0.05775565160499957,0.03193064779492098,0.06049816778659425
