,Biased Train,BO Train,Mitigated Train,Biased Test,BO Test,Mitigated Test
0,0.5901133333333335,0.5901133333333335,0.0,0.5844133333333332,0.5844133333333332,0.0
1,0.589246079849645,0.590216495867389,0.0,0.5838066666666666,0.5844133333333332,0.0
2,0.5886676553963671,0.5902238022766774,0.0,0.5818133333333333,0.5844133333333332,0.0
3,0.5872361340462257,0.5904757286477853,0.0,0.5788600000000002,0.5844133333333332,0.0
4,0.5867111590464034,0.5906760859173882,0.0,0.5759599999999999,0.5844133333333332,0.0
5,0.5843876253046292,0.5907433004220901,0.0,0.5714199999999999,0.5844133333333332,0.0
6,0.5836381305141807,0.5905655758517343,0.0,0.5678466666666666,0.5844133333333332,0.0
7,0.5831996023914057,0.5906313195725432,0.0,0.5624199999999998,0.5844133333333332,0.0
8,0.5829170829915767,0.5905502064437875,0.0,0.5580799999999999,0.5844133333333332,0.0
9,0.583705465401889,0.5906565817710274,0.0,0.55308,0.5844133333333332,0.0
10,0.5853635812666154,0.5907907627561941,0.0,0.5489933333333334,0.5844133333333332,0.0
