,Biased Train,BO Train,Mitigated Train,Biased Test,BO Test,Mitigated Test
0,0.5894066666666667,0.5894066666666667,0.5906800000000001,0.5843466666666667,0.5843466666666667,0.587
1,0.588800405680132,0.5897699202246776,0.5890337539092786,0.5832200000000001,0.5843466666666667,0.5856466666666668
2,0.5877070794923804,0.5898931760546318,0.5918666690337924,0.58152,0.5843466666666667,0.5869133333333333
3,0.5861115078540649,0.5900768682792261,0.5915633368727631,0.5781399999999999,0.5843466666666667,0.5859800000000001
4,0.5846205305802706,0.5902885123977734,0.592120485416508,0.5739000000000001,0.5843466666666667,0.58686
5,0.583744277410009,0.5902644540455719,0.5918852225586388,0.5699133333333333,0.5843466666666667,0.58652
6,0.5825564334575354,0.5904102685946029,0.591239138464604,0.5653733333333334,0.5843466666666667,0.5863533333333334
7,0.5821039098383873,0.5905761686272255,0.5916098688322975,0.560233333333333,0.5843466666666667,0.5874866666666666
8,0.5827308464425961,0.5907520673039434,0.5913501626026246,0.5560933333333332,0.5843466666666667,0.5860333333333333
9,0.583323646885614,0.5909904138696606,0.5912865658053204,0.5514533333333334,0.5843466666666667,0.5854333333333335
10,0.5854781620297984,0.5912058214559447,0.5927166157958511,0.5466133333333332,0.5843466666666667,0.5862399999999999
