,bias_amts,mean_fidel_maj,mean_fidel_min,mean_fidel,y_err_fidel_maj,y_err_fidel_min,y_err_fidel
0,1.0,0.8580189488861035,0.7984470800308165,0.8463333333333333,0.09572986697387634,0.16176791361573056,0.08582734606949777
1,0.9,0.849599822242675,0.8287804945191063,0.8457333333333333,0.1203897170760014,0.12857464983324826,0.1055189082581885
2,0.8,0.8565424387706614,0.8000299940907832,0.8452666666666666,0.10046011532987857,0.14847122489277967,0.08821461204232424
3,0.7,0.8601280786491163,0.7514965182593566,0.8384666666666667,0.10198933952733492,0.1766819910241287,0.09531750451342434
4,0.6,0.8601153427422087,0.7309406080772693,0.8347999999999999,0.09812605846833303,0.1813098982966459,0.08814170409062896
5,0.5,0.8629896654061391,0.713001982981706,0.8333999999999997,0.09248365086541424,0.18312766881556147,0.08585385515190593
6,0.4,0.8652371817159201,0.7265745687358824,0.8379333333333334,0.09417169442339664,0.18246391912566035,0.0797799473552095
7,0.3,0.870894959297338,0.7178010422475382,0.8407999999999999,0.09610069720855642,0.17793721988374248,0.08549869394713971
8,0.2,0.8635478498916238,0.6821607810839023,0.8277333333333332,0.1011189141833351,0.2160056063201883,0.09242279661064869
9,0.1,0.8617164141761273,0.6399828916870383,0.8179333333333335,0.10302290694861498,0.2509578779721311,0.09854923191537876
10,0.0,0.8619987284418186,0.7520258939173567,0.8406,0.09830726715890481,0.15931278861771994,0.08236150665072718
