,bias_amts,mean_fidel_maj,mean_fidel_min,mean_fidel,y_err_fidel_maj,y_err_fidel_min,y_err_fidel
0,0.0,0.9668929271042807,0.97526070469041,0.9683766666666669,0.031108060318582938,0.01641236975312683,0.024961645467485596
1,0.1,0.9384674413814135,0.9830613086536408,0.9473306666666668,0.038279352345200135,0.011815879132234223,0.03151533583652392
2,0.2,0.9073929103376922,0.9793596352515104,0.9224586666666668,0.03806465105998358,0.015181368010109346,0.030860153783731473
3,0.3,0.8787566310468522,0.9788384488650516,0.8992806666666666,0.037601037266257666,0.016729084788580685,0.031333935519036085
4,0.4,0.8439486227279193,0.9747586857054407,0.8705980000000004,0.036004148568170816,0.01940896897774066,0.029818584369110775
5,0.5,0.8149132062347736,0.9730701253632532,0.8460453333333335,0.02978045236374468,0.017628818242889,0.025960670047849948
6,0.6,0.7768718559583884,0.967230083174785,0.8160159999999999,0.026780477754382265,0.022631631656418696,0.0229606593401264
7,0.7,0.7510095082403352,0.9630195358461839,0.7929560000000001,0.031800687382024295,0.025400379237367345,0.027278890039328544
8,0.8,0.7156156685707677,0.96057360572026,0.76479,0.027330034382328696,0.0280483300374802,0.025072248713578833
9,0.9,0.6842446462777579,0.9445460266632216,0.73702,0.025160060342301647,0.03812420884402098,0.024755085672779783
10,1.0,0.6553364395174041,0.6327570957457934,0.6515126666666666,0.022518239595968322,0.02092889348985246,0.020876770599560338
