,Biased Train,BO Train,Mitigated Train,Biased Test,BO Test,Mitigated Test
0,0.5963673333333334,0.5963673333333334,0.5943053333333332,0.5960713333333334,0.5960713333333334,0.5934166666666667
1,0.596277558059903,0.5964503119971942,0.5944910805355069,0.5959773333333334,0.5960713333333334,0.5934646666666663
2,0.5962985427079013,0.5964424082452169,0.5937889943145651,0.5958233333333334,0.5960713333333334,0.5926666666666666
3,0.5962853433438083,0.5965447079319689,0.5940913895286419,0.595674,0.5960713333333334,0.592742
4,0.5962920426105852,0.5965480257026772,0.5939288044844164,0.5957026666666665,0.5960713333333334,0.5924333333333333
5,0.5962039031192061,0.5965306720063311,0.5931145748237227,0.5954713333333335,0.5960713333333334,0.5917440000000004
6,0.5961967725178589,0.5965413742018636,0.5925260495049928,0.5951659999999999,0.5960713333333334,0.5906766666666666
7,0.5962887824022269,0.5966056508916302,0.5927743791863204,0.5950653333333333,0.5960713333333334,0.5906219999999999
8,0.596284587227047,0.5966622835397302,0.5924279339283125,0.5946953333333335,0.5960713333333334,0.5896653333333333
9,0.596408168692546,0.5967635023184101,0.5911408860124905,0.5930206666666666,0.5960713333333334,0.5860346666666666
10,0.5966313356091661,0.5968263947856137,0.592535607100424,0.5922166666666666,0.5960713333333334,0.5855893333333333
