,bias_amts,mean_fidel_maj,mean_fidel_min,mean_fidel,y_err_fidel_maj,y_err_fidel_min,y_err_fidel
0,0.0,0.9231785129694385,0.878452238382452,0.9140540000000003,0.023290708499797662,0.025178052679556927,0.015358405429384036
1,0.1,0.9444719964982959,0.8608855437513676,0.9278420000000002,0.02900105200641548,0.034959415368577086,0.01742818892866764
2,0.2,0.9645827579986471,0.8355562801776583,0.9386153333333334,0.02768478345950279,0.040788101538407014,0.016101638577762478
3,0.3,0.9722921424057702,0.8131106253098906,0.9404233333333332,0.02231682512660117,0.04129139434490982,0.013814104306026424
4,0.4,0.9801854474799968,0.7898415692292997,0.9421800000000001,0.014568004930385925,0.03681885022894681,0.01203694128736846
5,0.5,0.981602606384759,0.7660816539449978,0.9385066666666667,0.012880275866665434,0.03530835602130899,0.011897601999282609
6,0.6,0.9813607991043821,0.7517395204247616,0.9352673333333335,0.0130165944841319,0.03933446141696743,0.011669014030518792
7,0.7,0.9816591110500039,0.7379961585892244,0.9331140000000001,0.011739407515776195,0.03998518958443407,0.01185539181600976
8,0.8,0.981533188535945,0.7239751648920303,0.9300586666666668,0.011687020630649506,0.03666715837653231,0.011220046662608452
9,0.9,0.9818124747999498,0.7118708930258636,0.9278486666666665,0.01184985865378228,0.03952574355899143,0.011575904495497925
10,1.0,0.981773107585349,0.7025200618607744,0.9258673333333336,0.011928887065260066,0.038689243187622666,0.01204460688902345
