,Biased Train,BO Train,Mitigated Train,Biased Test,BO Test,Mitigated Test
0,0.5378351474661444,0.4978404231310031,0.00644358581122813,0.2442422631994028,0.16707365954311018,0.03347416933672096
1,0.46600970637116473,0.4314187943099936,0.006143763172590506,0.23034424281261018,0.16707365954311018,0.0360194105975134
2,0.40310840973479073,0.3762342220523061,0.007008145382729964,0.21655422460371893,0.16707365954311018,0.03962088595219443
3,0.34497338304686986,0.3266249807121583,0.006834908783826929,0.20078001917013477,0.16707365954311018,0.0410049203544129
4,0.29484660625071435,0.28527543196658717,0.007054049660496184,0.18645202169906042,0.16707365954311018,0.03756422299776805
5,0.2496019860925144,0.2478747455333677,0.005591091436825984,0.1736703733101476,0.16707365954311018,0.034556197862201016
6,0.21315552260615964,0.21740914418095486,0.005166618978637691,0.16452610782219002,0.16707365954311018,0.027414818395698762
7,0.18204437739248178,0.18836750775380998,0.003570125789652632,0.15946169152730214,0.16707365954311018,0.019719046628399163
8,0.16403597927324196,0.16403597927324196,0.0032677465834383,0.16707365954311018,0.16707365954311018,0.011912957652194613
9,0.1973966225210065,0.16510861289319426,0.0022630711670256075,0.1907241673271244,0.16707365954311018,0.023735040137589213
